Customer ID;Age;Gender;Item Purchased;Category; Purchase Amount (USD) ;Location;Size;Color;Season;Review Rating;Subscription Status;Shipping Type;Discount Applied;Promo Code Used;Previous Purchases;Payment Method;Frequency of Purchases
3564;43;Female;Blouse;Clothing; $ 90,00 ;Maine;M;Green;Summer;4,9;No;Standard;No;No;8;Credit Card;Every 3 Months
3581;51;Female;Blouse;Clothing; $ 83,00 ;New Hampshire;M;Magenta;Summer;3,2;No;2-Day Shipping;No;No;3;Cash;Bi-Weekly
3584;52;Female;Blouse;Clothing; $ 77,00 ;Arizona;L;Brown;Summer;2,7;No;Store Pickup;No;No;44;Credit Card;Every 3 Months
3596;21;Female;Blouse;Clothing; $ 41,00 ;South Dakota;M;Violet;Spring;3,1;No;Store Pickup;No;No;14;PayPal;Annually
3627;69;Female;Blouse;Clothing; $ 98,00 ;Mississippi;L;Teal;Fall;3,5;No;Express;No;No;32;Venmo;Quarterly
3629;53;Female;Blouse;Clothing; $ 88,00 ;Georgia;L;Purple;Summer;3,8;No;Free Shipping;No;No;35;Credit Card;Monthly
3645;35;Female;Blouse;Clothing; $ 32,00 ;Arkansas;M;Violet;Winter;2,6;No;Next Day Air;No;No;18;Venmo;Weekly
3669;59;Female;Blouse;Clothing; $ 71,00 ;Michigan;XL;Magenta;Summer;3,2;No;Store Pickup;No;No;18;Venmo;Annually
3691;24;Female;Blouse;Clothing; $ 23,00 ;Kansas;S;Violet;Fall;3,7;No;Store Pickup;No;No;4;Bank Transfer;Bi-Weekly
3694;66;Female;Blouse;Clothing; $ 46,00 ;South Dakota;M;Violet;Summer;4,7;No;2-Day Shipping;No;No;10;Venmo;Weekly
3697;63;Female;Blouse;Clothing; $ 48,00 ;Connecticut;L;Turquoise;Fall;3,4;No;Next Day Air;No;No;26;Bank Transfer;Annually
3713;51;Female;Blouse;Clothing; $ 72,00 ;Oregon;M;Turquoise;Spring;3,7;No;2-Day Shipping;No;No;24;PayPal;Quarterly
3750;24;Female;Blouse;Clothing; $ 95,00 ;Alaska;L;Yellow;Winter;2,9;No;2-Day Shipping;No;No;38;Venmo;Every 3 Months
3788;37;Female;Blouse;Clothing; $ 80,00 ;New York;M;Pink;Fall;3,6;No;2-Day Shipping;No;No;46;PayPal;Every 3 Months
3802;26;Female;Blouse;Clothing; $ 84,00 ;Kentucky;M;Peach;Spring;5;No;Store Pickup;No;No;36;PayPal;Fortnightly
3808;38;Female;Blouse;Clothing; $ 39,00 ;Michigan;L;Peach;Spring;2,9;No;Next Day Air;No;No;36;PayPal;Annually
3829;42;Female;Blouse;Clothing; $ 82,00 ;Mississippi;M;Charcoal;Spring;3,4;No;Free Shipping;No;No;8;Cash;Weekly
3847;57;Female;Blouse;Clothing; $ 58,00 ;Pennsylvania;L;Orange;Summer;4;No;Express;No;No;40;PayPal;Every 3 Months
65;65;Male;Boots;Footwear; $ 83,00 ;Alabama;S;Green;Fall;4,8;Yes;Standard;Yes;Yes;18;Debit Card;Fortnightly
104;54;Male;Boots;Footwear; $ 89,00 ;West Virginia;L;Red;Winter;4;Yes;Next Day Air;Yes;Yes;22;Venmo;Bi-Weekly
151;35;Male;Boots;Footwear; $ 96,00 ;California;L;Cyan;Fall;4,9;Yes;Standard;Yes;Yes;17;Debit Card;Every 3 Months
180;64;Male;Boots;Footwear; $ 31,00 ;Illinois;M;Violet;Fall;4,9;Yes;Store Pickup;Yes;Yes;9;Bank Transfer;Fortnightly
197;38;Male;Boots;Footwear; $ 88,00 ;Washington;M;Lavender;Summer;3,9;Yes;Next Day Air;Yes;Yes;41;Credit Card;Fortnightly
254;52;Male;Boots;Footwear; $ 73,00 ;Oklahoma;L;Cyan;Winter;4,9;Yes;2-Day Shipping;Yes;Yes;15;Bank Transfer;Bi-Weekly
390;27;Male;Boots;Footwear; $ 42,00 ;Virginia;L;Purple;Spring;4,2;Yes;Standard;Yes;Yes;28;Bank Transfer;Monthly
399;20;Male;Boots;Footwear; $ 67,00 ;Montana;S;Silver;Winter;4,6;Yes;Free Shipping;Yes;Yes;25;Debit Card;Every 3 Months
401;39;Male;Boots;Footwear; $ 66,00 ;Utah;M;Green;Winter;4,8;Yes;Free Shipping;Yes;Yes;14;PayPal;Fortnightly
446;42;Male;Boots;Footwear; $ 29,00 ;Iowa;M;Olive;Fall;4,9;Yes;Standard;Yes;Yes;18;Venmo;Annually
451;25;Male;Boots;Footwear; $ 21,00 ;Connecticut;L;Beige;Summer;2,7;Yes;Store Pickup;Yes;Yes;19;Credit Card;Monthly
462;18;Male;Boots;Footwear; $ 93,00 ;Ohio;M;Yellow;Winter;3,9;Yes;Express;Yes;Yes;20;Venmo;Weekly
495;38;Male;Boots;Footwear; $ 68,00 ;Indiana;M;Indigo;Winter;4,5;Yes;Express;Yes;Yes;42;Debit Card;Weekly
499;43;Male;Boots;Footwear; $ 78,00 ;Iowa;M;Lavender;Spring;3,6;Yes;Free Shipping;Yes;Yes;27;Bank Transfer;Monthly
502;64;Male;Boots;Footwear; $ 45,00 ;Florida;M;Cyan;Spring;2,9;Yes;Next Day Air;Yes;Yes;21;Venmo;Annually
518;61;Male;Boots;Footwear; $ 49,00 ;North Dakota;L;Silver;Fall;2,7;Yes;Free Shipping;Yes;Yes;44;Cash;Every 3 Months
543;27;Male;Boots;Footwear; $ 79,00 ;Illinois;XL;Teal;Spring;4,6;Yes;Next Day Air;Yes;Yes;35;Cash;Bi-Weekly
589;47;Male;Boots;Footwear; $ 60,00 ;South Dakota;M;Violet;Fall;3;Yes;Standard;Yes;Yes;9;Debit Card;Quarterly
593;60;Male;Boots;Footwear; $ 29,00 ;North Dakota;M;Brown;Fall;3,2;Yes;Free Shipping;Yes;Yes;42;Venmo;Every 3 Months
600;51;Male;Boots;Footwear; $ 26,00 ;Massachusetts;L;Teal;Spring;4,2;Yes;Standard;Yes;Yes;27;Debit Card;Every 3 Months
632;55;Male;Boots;Footwear; $ 68,00 ;Washington;S;Violet;Summer;4,1;Yes;Store Pickup;Yes;Yes;27;Cash;Fortnightly
647;51;Male;Boots;Footwear; $ 54,00 ;Indiana;XL;Pink;Spring;4,9;Yes;Standard;Yes;Yes;19;Venmo;Bi-Weekly
699;55;Male;Boots;Footwear; $ 41,00 ;Iowa;M;Yellow;Winter;3,8;Yes;Standard;Yes;Yes;40;Debit Card;Weekly
702;51;Male;Boots;Footwear; $ 90,00 ;Idaho;L;Red;Fall;3,3;Yes;Next Day Air;Yes;Yes;5;Debit Card;Every 3 Months
712;64;Male;Boots;Footwear; $ 60,00 ;New Hampshire;M;Maroon;Spring;3,5;Yes;2-Day Shipping;Yes;Yes;13;Bank Transfer;Bi-Weekly
731;48;Male;Boots;Footwear; $ 25,00 ;Massachusetts;M;Indigo;Summer;3,9;Yes;Standard;Yes;Yes;28;Venmo;Fortnightly
745;67;Male;Boots;Footwear; $ 66,00 ;Illinois;S;Charcoal;Spring;4,1;Yes;Next Day Air;Yes;Yes;42;Debit Card;Bi-Weekly
754;47;Male;Boots;Footwear; $ 54,00 ;Massachusetts;M;Teal;Fall;3,4;Yes;Store Pickup;Yes;Yes;27;Venmo;Quarterly
805;43;Male;Boots;Footwear; $ 47,00 ;Mississippi;M;Maroon;Summer;2,6;Yes;Store Pickup;Yes;Yes;28;Venmo;Quarterly
810;48;Male;Boots;Footwear; $ 81,00 ;South Carolina;M;Violet;Fall;4,9;Yes;Next Day Air;Yes;Yes;30;PayPal;Bi-Weekly
813;64;Male;Boots;Footwear; $ 56,00 ;Alaska;M;Olive;Summer;3,2;Yes;Standard;Yes;Yes;32;Credit Card;Weekly
836;35;Male;Boots;Footwear; $ 26,00 ;Maryland;L;Indigo;Summer;2,5;Yes;Next Day Air;Yes;Yes;21;Debit Card;Weekly
847;49;Male;Boots;Footwear; $ 72,00 ;Kentucky;M;Pink;Spring;3,7;Yes;Express;Yes;Yes;42;Debit Card;Quarterly
874;51;Male;Boots;Footwear; $ 77,00 ;Mississippi;M;Pink;Summer;4,2;Yes;Free Shipping;Yes;Yes;24;Venmo;Quarterly
883;50;Male;Boots;Footwear; $ 35,00 ;Virginia;M;Cyan;Fall;3,8;Yes;Next Day Air;Yes;Yes;37;Cash;Every 3 Months
930;59;Male;Boots;Footwear; $ 94,00 ;Nebraska;M;White;Fall;4,5;Yes;2-Day Shipping;Yes;Yes;26;Debit Card;Fortnightly
946;38;Male;Boots;Footwear; $ 38,00 ;Minnesota;M;Violet;Summer;4,1;Yes;Store Pickup;Yes;Yes;8;Venmo;Every 3 Months
962;62;Male;Boots;Footwear; $ 72,00 ;Pennsylvania;L;Olive;Fall;3,7;Yes;Next Day Air;Yes;Yes;37;Debit Card;Quarterly
964;21;Male;Boots;Footwear; $ 63,00 ;South Carolina;L;Green;Spring;2,5;Yes;2-Day Shipping;Yes;Yes;14;Credit Card;Weekly
966;43;Male;Boots;Footwear; $ 55,00 ;Delaware;L;Black;Spring;5;Yes;Store Pickup;Yes;Yes;10;Credit Card;Annually
981;56;Male;Boots;Footwear; $ 98,00 ;Maryland;S;Magenta;Spring;4;Yes;Free Shipping;Yes;Yes;39;PayPal;Every 3 Months
1033;55;Male;Boots;Footwear; $ 36,00 ;Maine;M;Lavender;Fall;4;Yes;Free Shipping;Yes;Yes;44;Credit Card;Quarterly
1063;59;Male;Boots;Footwear; $ 75,00 ;Ohio;M;Brown;Fall;2,6;No;Next Day Air;Yes;Yes;21;Debit Card;Every 3 Months
1144;68;Male;Boots;Footwear; $ 23,00 ;Nevada;L;Teal;Winter;4,4;No;Standard;Yes;Yes;43;PayPal;Quarterly
1208;62;Male;Boots;Footwear; $ 90,00 ;Washington;M;White;Summer;4,1;No;Next Day Air;Yes;Yes;48;Credit Card;Every 3 Months
1209;20;Male;Boots;Footwear; $ 100,00 ;Wisconsin;S;Red;Winter;2,9;No;2-Day Shipping;Yes;Yes;8;Debit Card;Annually
1218;50;Male;Boots;Footwear; $ 63,00 ;Nebraska;XL;Cyan;Fall;2,6;No;Free Shipping;Yes;Yes;12;Cash;Every 3 Months
1219;55;Male;Boots;Footwear; $ 79,00 ;Pennsylvania;M;Cyan;Spring;3,1;No;Store Pickup;Yes;Yes;43;Cash;Every 3 Months
1250;62;Male;Boots;Footwear; $ 50,00 ;Oregon;M;Peach;Winter;4,5;No;Express;Yes;Yes;48;Venmo;Fortnightly
1259;47;Male;Boots;Footwear; $ 87,00 ;Ohio;XL;Gold;Spring;4,1;No;2-Day Shipping;Yes;Yes;34;Debit Card;Every 3 Months
1263;29;Male;Boots;Footwear; $ 62,00 ;Tennessee;L;Brown;Winter;4,8;No;Store Pickup;Yes;Yes;44;Venmo;Monthly
1277;51;Male;Boots;Footwear; $ 68,00 ;Wyoming;L;Turquoise;Spring;4,8;No;Next Day Air;Yes;Yes;37;Bank Transfer;Weekly
1315;42;Male;Boots;Footwear; $ 67,00 ;Missouri;S;Magenta;Summer;3,4;No;Free Shipping;Yes;Yes;49;Debit Card;Annually
1336;56;Male;Boots;Footwear; $ 49,00 ;Nevada;M;Lavender;Fall;4,8;No;2-Day Shipping;Yes;Yes;26;Credit Card;Weekly
1417;48;Male;Boots;Footwear; $ 56,00 ;Idaho;L;Silver;Summer;3,4;No;Free Shipping;Yes;Yes;46;Cash;Quarterly
1438;69;Male;Boots;Footwear; $ 97,00 ;Montana;XL;Orange;Winter;4,2;No;Free Shipping;Yes;Yes;14;Cash;Annually
1440;25;Male;Boots;Footwear; $ 48,00 ;New Mexico;M;Magenta;Summer;4,8;No;Next Day Air;Yes;Yes;25;Cash;Fortnightly
1449;64;Male;Boots;Footwear; $ 95,00 ;West Virginia;M;Black;Summer;3,6;No;Free Shipping;Yes;Yes;11;Credit Card;Every 3 Months
1454;36;Male;Boots;Footwear; $ 93,00 ;Virginia;S;Teal;Winter;3,2;No;2-Day Shipping;Yes;Yes;41;Bank Transfer;Fortnightly
1461;70;Male;Boots;Footwear; $ 85,00 ;Pennsylvania;L;Violet;Fall;4,6;No;Standard;Yes;Yes;33;Venmo;Bi-Weekly
1500;19;Male;Boots;Footwear; $ 85,00 ;Georgia;S;Olive;Fall;3,4;No;Free Shipping;Yes;Yes;24;Credit Card;Every 3 Months
1578;68;Male;Boots;Footwear; $ 34,00 ;Delaware;S;Olive;Spring;4;No;Standard;Yes;Yes;7;Venmo;Fortnightly
1587;25;Male;Boots;Footwear; $ 77,00 ;Oklahoma;M;Purple;Fall;4;No;Express;Yes;Yes;21;Bank Transfer;Weekly
1601;20;Male;Boots;Footwear; $ 26,00 ;Montana;S;Yellow;Spring;4,7;No;Next Day Air;Yes;Yes;24;PayPal;Weekly
1637;58;Male;Boots;Footwear; $ 22,00 ;North Dakota;L;Green;Fall;4;No;Free Shipping;Yes;Yes;49;Cash;Fortnightly
1648;34;Male;Boots;Footwear; $ 78,00 ;Hawaii;M;Purple;Summer;4,9;No;Store Pickup;Yes;Yes;8;Debit Card;Quarterly
1673;18;Male;Boots;Footwear; $ 73,00 ;South Carolina;L;Gold;Fall;3,8;No;Free Shipping;Yes;Yes;15;Venmo;Quarterly
1709;35;Male;Boots;Footwear; $ 58,00 ;Florida;L;Cyan;Spring;3,2;No;Express;No;No;1;Credit Card;Quarterly
1753;34;Male;Boots;Footwear; $ 29,00 ;South Dakota;L;Blue;Winter;3,3;No;Store Pickup;No;No;14;Venmo;Quarterly
1813;50;Male;Boots;Footwear; $ 63,00 ;Nevada;S;Blue;Summer;4,9;No;Express;No;No;18;PayPal;Bi-Weekly
1826;23;Male;Boots;Footwear; $ 75,00 ;South Dakota;M;Pink;Winter;4,9;No;Next Day Air;No;No;41;Credit Card;Weekly
1876;63;Male;Boots;Footwear; $ 71,00 ;Tennessee;M;Brown;Winter;3,9;No;Next Day Air;No;No;6;Credit Card;Quarterly
1906;47;Male;Boots;Footwear; $ 35,00 ;Idaho;M;Teal;Summer;4,9;No;2-Day Shipping;No;No;14;Bank Transfer;Fortnightly
1962;47;Male;Boots;Footwear; $ 59,00 ;Nevada;L;Black;Summer;2,6;No;Free Shipping;No;No;45;Debit Card;Quarterly
1996;67;Male;Boots;Footwear; $ 80,00 ;Missouri;S;Teal;Spring;3;No;Standard;No;No;29;Debit Card;Quarterly
2010;37;Male;Boots;Footwear; $ 99,00 ;Alabama;M;Indigo;Summer;3,8;No;Next Day Air;No;No;26;Venmo;Bi-Weekly
2050;68;Male;Boots;Footwear; $ 24,00 ;Rhode Island;L;Blue;Fall;2,7;No;Standard;No;No;15;Venmo;Annually
2128;70;Male;Boots;Footwear; $ 45,00 ;North Carolina;M;Indigo;Spring;4,5;No;2-Day Shipping;No;No;40;Debit Card;Weekly
2140;40;Male;Boots;Footwear; $ 95,00 ;New York;M;Red;Winter;3;No;Free Shipping;No;No;33;Cash;Weekly
2198;33;Male;Boots;Footwear; $ 88,00 ;Pennsylvania;M;Indigo;Summer;3,7;No;2-Day Shipping;No;No;40;Venmo;Monthly
2235;35;Male;Boots;Footwear; $ 66,00 ;New Hampshire;S;Yellow;Winter;4;No;Express;No;No;26;Cash;Weekly
2291;37;Male;Boots;Footwear; $ 48,00 ;Kansas;L;Magenta;Winter;3,3;No;Standard;No;No;23;PayPal;Quarterly
2326;44;Male;Boots;Footwear; $ 55,00 ;New York;M;Charcoal;Summer;4,4;No;2-Day Shipping;No;No;47;Cash;Weekly
2335;49;Male;Boots;Footwear; $ 79,00 ;Kansas;L;Green;Summer;4,2;No;Standard;No;No;7;Credit Card;Monthly
2338;39;Male;Boots;Footwear; $ 76,00 ;North Dakota;S;Violet;Fall;3,6;No;Store Pickup;No;No;5;Cash;Annually
2353;70;Male;Boots;Footwear; $ 46,00 ;Nebraska;M;Yellow;Fall;2,8;No;Store Pickup;No;No;25;Bank Transfer;Quarterly
2373;50;Male;Boots;Footwear; $ 39,00 ;Alabama;XL;Silver;Spring;3,1;No;Express;No;No;9;PayPal;Fortnightly
2402;43;Male;Boots;Footwear; $ 76,00 ;Oregon;M;Pink;Winter;4,2;No;Standard;No;No;25;PayPal;Bi-Weekly
2488;57;Male;Boots;Footwear; $ 21,00 ;Montana;L;Violet;Spring;3;No;Next Day Air;No;No;16;PayPal;Bi-Weekly
2504;69;Male;Boots;Footwear; $ 77,00 ;Ohio;M;Violet;Summer;2,5;No;Store Pickup;No;No;5;Debit Card;Bi-Weekly
2519;20;Male;Boots;Footwear; $ 51,00 ;Maine;XL;Blue;Fall;4;No;Store Pickup;No;No;31;Venmo;Annually
2547;63;Male;Boots;Footwear; $ 21,00 ;Texas;L;Gray;Summer;3;No;Express;No;No;4;Credit Card;Quarterly
2551;53;Male;Boots;Footwear; $ 52,00 ;New Hampshire;XL;Peach;Fall;3;No;Store Pickup;No;No;30;Debit Card;Fortnightly
2561;58;Male;Boots;Footwear; $ 62,00 ;California;M;Violet;Spring;2,7;No;Next Day Air;No;No;17;Debit Card;Bi-Weekly
2660;35;Female;Boots;Footwear; $ 35,00 ;Kansas;L;Gray;Summer;4,4;No;2-Day Shipping;No;No;46;Credit Card;Fortnightly
2662;43;Female;Boots;Footwear; $ 96,00 ;Michigan;XL;Olive;Fall;4,8;No;Express;No;No;20;Bank Transfer;Annually
2668;48;Female;Boots;Footwear; $ 47,00 ;Maryland;M;Orange;Summer;4,1;No;Free Shipping;No;No;31;Cash;Fortnightly
2673;56;Female;Boots;Footwear; $ 28,00 ;West Virginia;M;Maroon;Spring;2,9;No;Standard;No;No;13;Cash;Annually
2686;56;Female;Boots;Footwear; $ 25,00 ;Virginia;M;Gray;Winter;2,7;No;Express;No;No;49;Credit Card;Quarterly
2694;55;Female;Boots;Footwear; $ 70,00 ;Hawaii;L;Lavender;Summer;2,6;No;Standard;No;No;46;Cash;Quarterly
2700;25;Female;Boots;Footwear; $ 96,00 ;Utah;M;Violet;Fall;3,6;No;2-Day Shipping;No;No;49;Debit Card;Annually
2746;28;Female;Boots;Footwear; $ 98,00 ;Michigan;M;Magenta;Summer;4,1;No;Standard;No;No;44;PayPal;Bi-Weekly
2771;50;Female;Boots;Footwear; $ 44,00 ;Nebraska;S;Blue;Fall;3,3;No;Express;No;No;22;Bank Transfer;Quarterly
2775;56;Female;Boots;Footwear; $ 40,00 ;Oklahoma;L;Yellow;Fall;4,1;No;Standard;No;No;42;Credit Card;Quarterly
2781;33;Female;Boots;Footwear; $ 70,00 ;Ohio;M;Charcoal;Winter;4,1;No;Next Day Air;No;No;29;PayPal;Fortnightly
2788;36;Female;Boots;Footwear; $ 79,00 ;West Virginia;XL;Pink;Spring;4,1;No;Next Day Air;No;No;4;Venmo;Fortnightly
2789;56;Female;Boots;Footwear; $ 92,00 ;Rhode Island;M;Olive;Summer;3,1;No;Free Shipping;No;No;2;Credit Card;Annually
2794;37;Female;Boots;Footwear; $ 57,00 ;Massachusetts;M;Silver;Spring;3,1;No;Standard;No;No;27;Debit Card;Bi-Weekly
2849;33;Female;Boots;Footwear; $ 72,00 ;Wisconsin;L;Gray;Fall;4,9;No;Store Pickup;No;No;28;Bank Transfer;Quarterly
2856;29;Female;Boots;Footwear; $ 95,00 ;Mississippi;S;Maroon;Winter;3,8;No;2-Day Shipping;No;No;33;PayPal;Quarterly
2885;55;Female;Boots;Footwear; $ 50,00 ;Arkansas;M;Purple;Summer;3,4;No;2-Day Shipping;No;No;47;Credit Card;Every 3 Months
2900;50;Female;Boots;Footwear; $ 64,00 ;Nebraska;M;Gold;Spring;4,2;No;2-Day Shipping;No;No;22;Bank Transfer;Fortnightly
2903;27;Female;Boots;Footwear; $ 32,00 ;North Carolina;S;Orange;Spring;4,6;No;Standard;No;No;19;PayPal;Bi-Weekly
2956;42;Female;Boots;Footwear; $ 67,00 ;Vermont;M;Silver;Winter;2,6;No;Free Shipping;No;No;46;Credit Card;Annually
2964;52;Female;Boots;Footwear; $ 97,00 ;Maine;M;Brown;Spring;3,6;No;Free Shipping;No;No;28;Credit Card;Weekly
2967;52;Female;Boots;Footwear; $ 49,00 ;Oklahoma;L;Orange;Fall;2,8;No;Store Pickup;No;No;38;Debit Card;Every 3 Months
2974;25;Female;Boots;Footwear; $ 65,00 ;Indiana;M;Blue;Summer;2,7;No;Store Pickup;No;No;3;Bank Transfer;Fortnightly
3019;43;Female;Boots;Footwear; $ 41,00 ;Texas;M;Green;Summer;3;No;Free Shipping;No;No;21;Debit Card;Bi-Weekly
3035;51;Female;Boots;Footwear; $ 37,00 ;Utah;L;Peach;Spring;3,5;No;2-Day Shipping;No;No;25;Credit Card;Quarterly
3045;21;Female;Boots;Footwear; $ 67,00 ;North Carolina;M;Magenta;Winter;2,7;No;Free Shipping;No;No;10;Bank Transfer;Quarterly
3055;42;Female;Boots;Footwear; $ 70,00 ;New Hampshire;S;Magenta;Summer;4,9;No;2-Day Shipping;No;No;34;Venmo;Monthly
3069;32;Female;Boots;Footwear; $ 40,00 ;California;M;Indigo;Winter;4,2;No;Express;No;No;4;Debit Card;Weekly
3075;26;Female;Boots;Footwear; $ 55,00 ;Massachusetts;L;Maroon;Winter;4,2;No;Next Day Air;No;No;34;Debit Card;Fortnightly
3135;35;Female;Boots;Footwear; $ 66,00 ;Kentucky;L;Gray;Spring;4,4;No;Store Pickup;No;No;47;Bank Transfer;Weekly
3145;23;Female;Boots;Footwear; $ 70,00 ;Maine;L;Beige;Spring;2,6;No;Free Shipping;No;No;12;Debit Card;Quarterly
3190;25;Female;Boots;Footwear; $ 87,00 ;Kansas;M;Beige;Summer;4,2;No;Store Pickup;No;No;30;PayPal;Bi-Weekly
3207;36;Female;Boots;Footwear; $ 52,00 ;California;M;Brown;Winter;3;No;Free Shipping;No;No;49;PayPal;Monthly
3376;51;Female;Boots;Footwear; $ 98,00 ;Connecticut;XL;Yellow;Fall;4,9;No;Express;No;No;8;Credit Card;Annually
3404;30;Female;Boots;Footwear; $ 65,00 ;Illinois;M;Olive;Summer;3,9;No;Standard;No;No;1;Cash;Bi-Weekly
3415;27;Female;Boots;Footwear; $ 94,00 ;Connecticut;M;Maroon;Spring;4,9;No;Next Day Air;No;No;3;Bank Transfer;Quarterly
3424;33;Female;Boots;Footwear; $ 71,00 ;Massachusetts;M;Brown;Spring;3,8;No;Next Day Air;No;No;21;PayPal;Bi-Weekly
3433;36;Female;Boots;Footwear; $ 44,00 ;Connecticut;M;Gray;Summer;4,8;No;2-Day Shipping;No;No;46;PayPal;Every 3 Months
3447;51;Female;Boots;Footwear; $ 55,00 ;Louisiana;S;Purple;Spring;5;No;2-Day Shipping;No;No;20;Cash;Weekly
3477;68;Female;Boots;Footwear; $ 99,00 ;South Carolina;XL;Orange;Summer;3,2;No;Free Shipping;No;No;11;Cash;Weekly
3491;62;Female;Boots;Footwear; $ 82,00 ;Oregon;M;Violet;Spring;3,6;No;Store Pickup;No;No;43;Credit Card;Quarterly
3517;34;Female;Boots;Footwear; $ 56,00 ;South Carolina;S;White;Summer;4;No;Free Shipping;No;No;38;PayPal;Bi-Weekly
3577;29;Female;Boots;Footwear; $ 24,00 ;Maine;L;Yellow;Spring;3;No;Express;No;No;12;Venmo;Bi-Weekly
3593;61;Female;Boots;Footwear; $ 82,00 ;New Jersey;L;Lavender;Spring;4,4;No;2-Day Shipping;No;No;18;Venmo;Fortnightly
3638;32;Female;Boots;Footwear; $ 66,00 ;Utah;L;Yellow;Winter;3,6;No;Express;No;No;32;Credit Card;Fortnightly
3730;28;Female;Boots;Footwear; $ 82,00 ;Rhode Island;M;Teal;Spring;4,7;No;2-Day Shipping;No;No;50;Cash;Quarterly
3782;52;Female;Boots;Footwear; $ 99,00 ;Tennessee;M;Pink;Winter;3,7;No;Standard;No;No;40;PayPal;Fortnightly
3787;31;Female;Boots;Footwear; $ 47,00 ;Tennessee;L;Yellow;Fall;3,6;No;2-Day Shipping;No;No;22;Venmo;Weekly
3807;18;Female;Boots;Footwear; $ 71,00 ;Missouri;M;Teal;Spring;3;No;Standard;No;No;41;PayPal;Weekly
3833;64;Female;Boots;Footwear; $ 38,00 ;Kansas;XL;Purple;Winter;4,8;No;2-Day Shipping;No;No;27;Cash;Weekly
9;26;Male;Coat;Outerwear; $ 97,00 ;West Virginia;L;Silver;Summer;2,6;Yes;Express;Yes;Yes;8;Venmo;Annually
13;61;Male;Coat;Outerwear; $ 72,00 ;Delaware;M;Gold;Winter;4,5;Yes;Express;Yes;Yes;37;Venmo;Fortnightly
15;64;Male;Coat;Outerwear; $ 53,00 ;New York;L;Teal;Winter;4,7;Yes;Free Shipping;Yes;Yes;34;Debit Card;Weekly
43;20;Male;Coat;Outerwear; $ 100,00 ;Tennessee;M;Beige;Spring;4,1;Yes;Free Shipping;Yes;Yes;15;PayPal;Annually
55;47;Male;Coat;Outerwear; $ 94,00 ;New Mexico;M;Brown;Summer;4,2;Yes;Next Day Air;Yes;Yes;35;Debit Card;Bi-Weekly
58;21;Male;Coat;Outerwear; $ 64,00 ;West Virginia;M;White;Summer;4,4;Yes;Store Pickup;Yes;Yes;17;Debit Card;Fortnightly
68;45;Male;Coat;Outerwear; $ 33,00 ;Connecticut;L;Gray;Winter;4,4;Yes;Store Pickup;Yes;Yes;49;Debit Card;Monthly
85;52;Male;Coat;Outerwear; $ 32,00 ;Arizona;S;Peach;Spring;4,4;Yes;Standard;Yes;Yes;42;Bank Transfer;Every 3 Months
102;27;Male;Coat;Outerwear; $ 85,00 ;North Dakota;XL;White;Spring;4,6;Yes;Express;Yes;Yes;50;Credit Card;Bi-Weekly
115;70;Male;Coat;Outerwear; $ 95,00 ;Massachusetts;S;Blue;Summer;3,7;Yes;Store Pickup;Yes;Yes;9;Cash;Weekly
120;38;Male;Coat;Outerwear; $ 76,00 ;Wyoming;M;Orange;Fall;4,3;Yes;Express;Yes;Yes;44;Cash;Annually
140;49;Male;Coat;Outerwear; $ 95,00 ;Florida;M;White;Fall;3,8;Yes;Store Pickup;Yes;Yes;30;Venmo;Annually
144;30;Male;Coat;Outerwear; $ 48,00 ;Missouri;M;Beige;Fall;2,7;Yes;Store Pickup;Yes;Yes;25;PayPal;Quarterly
176;53;Male;Coat;Outerwear; $ 86,00 ;Oklahoma;L;Violet;Fall;2,8;Yes;Next Day Air;Yes;Yes;2;Bank Transfer;Annually
191;65;Male;Coat;Outerwear; $ 70,00 ;Indiana;XL;Beige;Fall;3;Yes;Free Shipping;Yes;Yes;48;Venmo;Quarterly
237;38;Male;Coat;Outerwear; $ 68,00 ;North Dakota;L;Green;Winter;3,4;Yes;Next Day Air;Yes;Yes;39;PayPal;Fortnightly
243;55;Male;Coat;Outerwear; $ 85,00 ;New York;L;Gray;Summer;4,3;Yes;Store Pickup;Yes;Yes;40;Debit Card;Every 3 Months
274;69;Male;Coat;Outerwear; $ 33,00 ;North Dakota;S;Silver;Spring;4,2;Yes;Express;Yes;Yes;32;Debit Card;Quarterly
290;49;Male;Coat;Outerwear; $ 85,00 ;New York;M;Yellow;Fall;4,5;Yes;2-Day Shipping;Yes;Yes;26;Credit Card;Monthly
328;61;Male;Coat;Outerwear; $ 42,00 ;Iowa;M;Teal;Summer;3,1;Yes;Free Shipping;Yes;Yes;36;PayPal;Weekly
329;48;Male;Coat;Outerwear; $ 50,00 ;Florida;M;Yellow;Fall;2,8;Yes;Free Shipping;Yes;Yes;9;Credit Card;Weekly
343;64;Male;Coat;Outerwear; $ 36,00 ;Kentucky;M;Olive;Spring;2,6;Yes;Next Day Air;Yes;Yes;48;Credit Card;Every 3 Months
374;23;Male;Coat;Outerwear; $ 27,00 ;North Dakota;L;White;Summer;4,6;Yes;Express;Yes;Yes;11;Venmo;Bi-Weekly
388;45;Male;Coat;Outerwear; $ 93,00 ;Georgia;L;Silver;Summer;4,6;Yes;Store Pickup;Yes;Yes;38;PayPal;Fortnightly
